Event,Region,Filename,human_s,abc,Completed,event,record,coarse_s,refined_s
1999_ChiChi_Aftershock_1803,中国台湾西部平原,TW_1999_ChiChi_Aftershock_1803_TCU079.v,,C,1,1999_ChiChi_Aftershock_1803,TW_1999_ChiChi_Aftershock_1803_TCU079.v,9.80806396484375,7.53307373046875
1999_ChiChi_Aftershock_1803,中国台湾西部平原,TW_1999_ChiChi_Aftershock_1803_TCU082.v,11.5352467385139,B,1,1999_ChiChi_Aftershock_1803,TW_1999_ChiChi_Aftershock_1803_TCU082.v,12.700911865234374,14.61808837890625
1999_ChiChi_Aftershock_1803,中国台湾西部平原,TW_1999_ChiChi_Aftershock_1803_TCU106.v,17.0800197183099,B,1,1999_ChiChi_Aftershock_1803,TW_1999_ChiChi_Aftershock_1803_TCU106.v,18.88772216796875,16.856871337890624
1999_ChiChi_Aftershock_1803,中国台湾西部平原,TW_1999_ChiChi_Aftershock_1803_TCU112.v,9.95830985915493,B,1,1999_ChiChi_Aftershock_1803,TW_1999_ChiChi_Aftershock_1803_TCU112.v,16.44757080078125,18.26641845703125
1999_ChiChi_Aftershock_1803,中国台湾西部平原,TW_1999_ChiChi_Aftershock_1803_TCU113.v,,C,1,1999_ChiChi_Aftershock_1803,TW_1999_ChiChi_Aftershock_1803_TCU113.v,18.89498291015625,27.48544921875
1999_ChiChi_Aftershock_1803,中国台湾西部平原,TW_1999_ChiChi_Aftershock_1803_TCU115.v,,C,1,1999_ChiChi_Aftershock_1803,TW_1999_ChiChi_Aftershock_1803_TCU115.v,19.61227294921875,17.3013037109375
1999_ChiChi_Aftershock_1803,中国台湾西部平原,TW_1999_ChiChi_Aftershock_1803_TCU116.v,11.4088250283126,A,1,1999_ChiChi_Aftershock_1803,TW_1999_ChiChi_Aftershock_1803_TCU116.v,10.998568115234375,14.80919189453125
1999_ChiChi_Aftershock_1803,中国台湾西部平原,TW_1999_ChiChi_Aftershock_1803_TCU117.v,17.3465323943662,B,1,1999_ChiChi_Aftershock_1803,TW_1999_ChiChi_Aftershock_1803_TCU117.v,18.85494018554688,19.32203125
1999_ChiChi_Aftershock_1803,中国台湾西部平原,TW_1999_ChiChi_Aftershock_1803_TCU118.v,12.808661971831,B,1,1999_ChiChi_Aftershock_1803,TW_1999_ChiChi_Aftershock_1803_TCU118.v,13.40012451171875,16.8247607421875
1999_ChiChi_Aftershock_1803,中国台湾西部平原,TW_1999_ChiChi_Aftershock_1803_TCU122.v,10.4074773499434,A,1,1999_ChiChi_Aftershock_1803,TW_1999_ChiChi_Aftershock_1803_TCU122.v,10.382120361328123,12.7899072265625
1999_ChiChi_Aftershock_1803,中国台湾西部平原,TW_1999_ChiChi_Aftershock_1803_TCU123.v,,C,1,1999_ChiChi_Aftershock_1803,TW_1999_ChiChi_Aftershock_1803_TCU123.v,15.3397607421875,17.037470703125
1999_ChiChi_Aftershock_1803,中国台湾西部平原,TW_1999_ChiChi_Aftershock_1803_TCU129.v,6.862681200453,B,1,1999_ChiChi_Aftershock_1803,TW_1999_ChiChi_Aftershock_1803_TCU129.v,8.076343994140625,8.923408203125
1999_ChiChi_Aftershock_1803,中国台湾西部平原,TW_1999_ChiChi_Aftershock_1803_TCU138.v,10.9027777777778,A,1,1999_ChiChi_Aftershock_1803,TW_1999_ChiChi_Aftershock_1803_TCU138.v,13.507430419921874,12.9529931640625
1999_ChiChi_Aftershock_1803,中国台湾西部平原,TW_1999_ChiChi_Aftershock_1803_TCU140.v,,C,1,1999_ChiChi_Aftershock_1803,TW_1999_ChiChi_Aftershock_1803_TCU140.v,23.496142578125,22.070797119140625
1999_ChiChi_Aftershock_1803,中国台湾西部平原,TW_1999_ChiChi_Aftershock_1803_TCU141.v,21.4774647887324,B,1,1999_ChiChi_Aftershock_1803,TW_1999_ChiChi_Aftershock_1803_TCU141.v,20.40813720703125,16.3124609375
1999_ChiChi_Aftershock_1803,中国台湾西部平原,TW_1999_ChiChi_Aftershock_1803_TCU145.v,9.8173839184598,B,1,1999_ChiChi_Aftershock_1803,TW_1999_ChiChi_Aftershock_1803_TCU145.v,16.27982666015625,15.06418701171875
