Index,Trace_Name,station_code,event_time,Subset,True_Time_s,Coarse_Pred_s,Final_Pred_s,Coarse_Error_s,Final_Error_s,Coarse_Abs_Error_s,Final_Abs_Error_s,station_lon,station_lat,event_lon,event_lat,Mw,depth_km,epicentral_distance_km,basin
124,acNIG0100410231834,NIG010,2004-10-23 18:34:00,training,45.75700195,39.11025879,36.97748657,-6.646743164,-8.779515381,6.646743164,8.779515381,139.01,37.91,138.93,37.31,6.5,14,67.09,Niigata Basin
125,acNIG0110410231834,NIG011,2004-10-23 18:34:00,training,34.1,37.97028809,33.60531494,3.870288086,-0.494685059,3.870288086,0.494685059,139.15,37.8,138.93,37.31,6.5,14,57.83,Niigata Basin
126,acNIG0130410231834,NIG013,2004-10-23 18:34:00,training,38.77300049,38.03168945,38.17839844,-0.741311035,-0.594602051,0.741311035,0.594602051,138.88,37.76,138.93,37.31,6.5,14,50.23,Niigata Basin
127,acNIG0160410231834,NIG016,2004-10-23 18:34:00,training,27.47,23.57302002,28.74924316,-3.89697998,1.279243164,3.89697998,1.279243164,138.77,37.65,138.93,37.31,6.5,14,40.36,Niigata Basin
128,acNGN0010410250605,NGN001,2004-10-25 06:05:00,holdout_evaluation,30.415,31.58938477,31.93911621,1.174384766,1.524116211,1.174384766,1.524116211,138.37,36.85,138.95,37.33,5.8,15,74.13,Niigata Basin
129,acNGN0020410250605,NGN002,2004-10-25 06:05:00,training,27.84100098,26.00705566,29.0132666,-1.833945313,1.172265625,1.833945313,1.172265625,138.21,36.81,138.95,37.33,5.8,15,87.49,Niigata Basin
130,acNGN0040410250605,NGN004,2004-10-25 06:05:00,training,35.38399902,30.47980225,32.61172119,-4.904196777,-2.772277832,4.904196777,2.772277832,138.19,36.65,138.95,37.33,5.8,15,101.36,Niigata Basin
131,acNGN0050410250605,NGN005,2004-10-25 06:05:00,holdout_evaluation,22.355,20.07778687,24.35783447,-2.277213135,2.002834473,2.277213135,2.002834473,137.86,36.7,138.95,37.33,5.8,15,119.47,Niigata Basin
132,acNGN0060410250605,NGN006,2004-10-25 06:05:00,holdout_evaluation,27.24399902,17.43551025,22.07102539,-9.80848877,-5.172973633,9.80848877,5.172973633,137.85,36.51,138.95,37.33,5.8,15,133.7,Niigata Basin
133,acNIG0100410250605,NIG010,2004-10-25 06:05:00,training,37.41199951,30.22453613,27.59882568,-7.187463379,-9.813173828,7.187463379,9.813173828,139.01,37.91,138.95,37.33,5.8,15,64.71,Niigata Basin
134,acNIG0130410250605,NIG013,2004-10-25 06:05:00,training,31.94100098,32.89813477,33.11801025,0.957133789,1.177009277,0.957133789,1.177009277,138.88,37.76,138.95,37.33,5.8,15,48.21,Niigata Basin
135,acNIG0140410250605,NIG014,2004-10-25 06:05:00,training,36.91699951,36.39780762,38.38312744,-0.519191895,1.46612793,0.519191895,1.46612793,138.96,37.64,138.95,37.33,5.8,15,34.48,Niigata Basin
136,acNIG0160410250605,NIG016,2004-10-25 06:05:00,training,26.44300049,21.2106543,26.18359863,-5.232346191,-0.259401855,5.232346191,0.259401855,138.77,37.65,138.95,37.33,5.8,15,38.97,Niigata Basin
137,acNIG0210410250605,NIG021,2004-10-25 06:05:00,training,25.41600098,24.95637451,25.10868652,-0.459626465,-0.307314453,0.459626465,0.307314453,138.78,37.2,138.95,37.33,5.8,15,20.86,Niigata Basin
138,acNIG0240410250605,NIG024,2004-10-25 06:05:00,training,34.145,33.60303223,34.92445313,-0.541967773,0.779453125,0.541967773,0.779453125,138.44,37.13,138.95,37.33,5.8,15,50.33,Niigata Basin
139,acNIG0260410250605,NIG026,2004-10-25 06:05:00,holdout_evaluation,22.935,25.02669434,20.79077148,2.091694336,-2.144228516,2.091694336,2.144228516,138.25,37.02,138.95,37.33,5.8,15,70.95,Niigata Basin
140,acNGN0040410271040,NGN004,2004-10-27 10:40:00,training,29.78199951,35.97753906,33.87966553,6.195539551,4.097666016,6.195539551,4.097666016,138.19,36.65,139.03,37.29,6.1,12,103.12,Niigata Basin
141,acNGN0060410271040,NGN006,2004-10-27 10:40:00,holdout_evaluation,42.35200195,33.90052246,38.87938477,-8.451479492,-3.472617187,8.451479492,3.472617187,137.85,36.51,139.03,37.29,6.1,12,136.13,Niigata Basin
142,acNIG0100410271040,NIG010,2004-10-27 10:40:00,training,30.70699951,33.53753418,30.77596191,2.830534668,0.068962402,2.830534668,0.068962402,139.01,37.91,139.03,37.29,6.1,12,68.96,Niigata Basin
143,acNIG0130410271040,NIG013,2004-10-27 10:40:00,holdout_evaluation,36.67300049,35.59897217,34.55259277,-1.07402832,-2.120407715,1.07402832,2.120407715,138.88,37.76,139.03,37.29,6.1,12,53.91,Niigata Basin
144,acNIG0140410271040,NIG014,2004-10-27 10:40:00,training,42.39200195,42.01648926,39.12682617,-0.375512695,-3.265175781,0.375512695,3.265175781,138.96,37.64,139.03,37.29,6.1,12,39.41,Niigata Basin
145,acNIG0250410271040,NIG025,2004-10-27 10:40:00,training,36.26199951,35.17260254,36.2535376,-1.089396973,-0.008461914,1.089396973,0.008461914,138.22,37.16,139.03,37.29,6.1,12,73.16,Niigata Basin
146,acNIG0260410271040,NIG026,2004-10-27 10:40:00,training,23.36199951,22.14263672,23.22556641,-1.219362793,-0.136433105,1.219362793,0.136433105,138.25,37.02,139.03,37.29,6.1,12,75.36,Niigata Basin
147,acNGN0010411040857,NGN001,2004-11-04 08:57:00,holdout_evaluation,26.72300049,29.25075928,32.63696289,2.527758789,5.913962402,2.527758789,5.913962402,138.37,36.85,138.91,37.43,5.2,18,80.31,Niigata Basin
148,acNGN0040411040857,NGN004,2004-11-04 08:57:00,training,31.02300049,26.22504639,29.8645166,-4.797954102,-1.158483887,4.797954102,1.158483887,138.19,36.65,138.91,37.43,5.2,18,107.73,Niigata Basin
149,acNGN0060411040857,NGN006,2004-11-04 08:57:00,training,23.90199951,21.34570557,22.68928467,-2.556293945,-1.212714844,2.556293945,1.212714844,137.85,36.51,138.91,37.43,5.2,18,139.04,Niigata Basin
150,acNIG0130411040857,NIG013,2004-11-04 08:57:00,holdout_evaluation,30.78399902,39.31015625,31.28376709,8.526157227,0.499768066,8.526157227,0.499768066,138.88,37.76,138.91,37.43,5.2,18,36.79,Niigata Basin
151,acNIG0140411040857,NIG014,2004-11-04 08:57:00,training,33.55,40.86948486,35.19585693,7.319484863,1.645856934,7.319484863,1.645856934,138.96,37.64,138.91,37.43,5.2,18,23.76,Niigata Basin
152,acNIG0150411040857,NIG015,2004-11-04 08:57:00,training,31.83,30.5526123,30.10640625,-1.277387695,-1.72359375,1.277387695,1.72359375,139.19,37.69,138.91,37.43,5.2,18,38.01,Niigata Basin
153,acNIG0250411040857,NIG025,2004-11-04 08:57:00,training,41.59799805,38.53727295,31.76750488,-3.060725098,-9.830493164,3.060725098,9.830493164,138.22,37.16,138.91,37.43,5.2,18,68.02,Niigata Basin
154,acNGN0020411081116,NGN002,2004-11-08 11:16:00,holdout_evaluation,29.14800049,28.79448486,28.42084473,-0.353515625,-0.727155762,0.353515625,0.727155762,138.21,36.81,139.03,37.4,5.9,0,97.94,Niigata Basin
155,acNGN0040411081116,NGN004,2004-11-08 11:16:00,training,22.355,22.27065186,22.76541504,-0.084348145,0.410415039,0.084348145,0.410415039,138.19,36.65,139.03,37.4,5.9,0,111.87,Niigata Basin
156,acNGN0050411081116,NGN005,2004-11-08 11:16:00,training,29.37699951,21.14876953,29.79660889,-8.22822998,0.419609375,8.22822998,0.419609375,137.86,36.7,139.03,37.4,5.9,0,129.77,Niigata Basin
157,acNIG0100411081116,NIG010,2004-11-08 11:16:00,training,28.15399902,27.35081787,25.77267822,-0.803181152,-2.381320801,0.803181152,2.381320801,139.01,37.91,139.03,37.4,5.9,0,56.74,Niigata Basin
158,acNIG0110411081116,NIG011,2004-11-08 11:16:00,training,33.42899902,34.31425537,32.98997192,0.885256348,-0.4390271,0.885256348,0.4390271,139.15,37.8,139.03,37.4,5.9,0,45.72,Niigata Basin
159,acNIG0130411081116,NIG013,2004-11-08 11:16:00,training,40.68800049,39.62339355,36.97709717,-1.064606934,-3.71090332,1.064606934,3.71090332,138.88,37.76,139.03,37.4,5.9,0,42.16,Niigata Basin
160,acNIG0160411081116,NIG016,2004-11-08 11:16:00,holdout_evaluation,28.15399902,25.28310303,29.74312012,-2.870895996,1.589121094,2.870895996,1.589121094,138.77,37.65,139.03,37.4,5.9,0,36.03,Niigata Basin
161,acNIG0230411081116,NIG023,2004-11-08 11:16:00,training,32.30600098,27.91481445,30.59044922,-4.391186523,-1.715551758,4.391186523,1.715551758,138.65,37.01,139.03,37.4,5.9,0,54.89,Niigata Basin
162,acNIG0240411081116,NIG024,2004-11-08 11:16:00,holdout_evaluation,30.91300049,27.49873535,33.74916992,-3.414265137,2.836169434,3.414265137,2.836169434,138.44,37.13,139.03,37.4,5.9,0,60.23,Niigata Basin
163,acNIG0250411081116,NIG025,2004-11-08 11:16:00,training,40.9,42.19746094,38.95777344,1.297460937,-1.942226562,1.297460937,1.942226562,138.22,37.16,139.03,37.4,5.9,0,76.47,Niigata Basin
164,acNIG0260411081116,NIG026,2004-11-08 11:16:00,holdout_evaluation,38.80699951,24.48253906,25.66182617,-14.32446045,-13.14517334,14.32446045,13.14517334,138.25,37.02,139.03,37.4,5.9,0,80.97,Niigata Basin
165,acNIG0100411081132,NIG010,2004-11-08 11:32:00,training,28.32600098,29.82893311,30.50541504,1.502932129,2.179414062,1.502932129,2.179414062,139.01,37.91,139.05,37.39,5.1,6,57.93,Niigata Basin
166,acNIG0130411081132,NIG013,2004-11-08 11:32:00,training,34.39600098,34.59005127,36.85784424,0.194050293,2.461843262,0.194050293,2.461843262,138.88,37.76,139.05,37.39,5.1,6,43.78,Niigata Basin
167,acNIG0230411081132,NIG023,2004-11-08 11:32:00,holdout_evaluation,21.97199951,24.15875488,27.02506836,2.186755371,5.053068848,2.186755371,5.053068848,138.65,37.01,139.05,37.39,5.1,6,55.14,Niigata Basin
168,acNIG0240411081132,NIG024,2004-11-08 11:32:00,training,37.35699951,36.80159912,39.24896484,-0.555400391,1.891965332,0.555400391,1.891965332,138.44,37.13,139.05,37.39,5.1,6,61.24,Niigata Basin
169,acNIG0250411081132,NIG025,2004-11-08 11:32:00,training,39.79699951,43.41458008,40.12360352,3.617580566,0.326604004,3.617580566,0.326604004,138.22,37.16,139.05,37.39,5.1,6,77.77,Niigata Basin
170,acNGN0010411100343,NGN001,2004-11-10 03:43:00,holdout_evaluation,30.04300049,25.47331055,32.16428223,-4.569689941,2.121281738,4.569689941,2.121281738,138.37,36.85,139.0,37.37,5.3,5,80.4,Niigata Basin
171,acNIG0100411100343,NIG010,2004-11-10 03:43:00,holdout_evaluation,29.86800049,31.59000732,27.76343994,1.722006836,-2.104560547,1.722006836,2.104560547,139.01,37.91,139.0,37.37,5.3,5,60.05,Niigata Basin
172,acNIG0130411100343,NIG013,2004-11-10 03:43:00,training,30.73899902,31.74043213,30.88058838,1.001433105,0.141589355,1.001433105,0.141589355,138.88,37.76,139.0,37.37,5.3,5,44.64,Niigata Basin
173,acNIG0160411100343,NIG016,2004-11-10 03:43:00,training,29.385,27.72569336,29.29388672,-1.659306641,-0.091113281,1.659306641,0.091113281,138.77,37.65,139.0,37.37,5.3,5,37.16,Niigata Basin
174,acNIG0180411100343,NIG018,2004-11-10 03:43:00,training,32.30600098,26.90294434,32.6872583,-5.403056641,0.381257324,5.403056641,0.381257324,138.56,37.37,139.0,37.37,5.3,5,38.88,Niigata Basin
175,acNIG0230411100343,NIG023,2004-11-10 03:43:00,holdout_evaluation,23.34899902,23.4418457,24.98734375,0.09284668,1.638344727,0.09284668,1.638344727,138.65,37.01,139.0,37.37,5.3,5,50.63,Niigata Basin
176,acNIG0240411100343,NIG024,2004-11-10 03:43:00,training,23.77300049,23.40665039,25.67311768,-0.366350098,1.900117188,0.366350098,1.900117188,138.44,37.13,139.0,37.37,5.3,5,56.29,Niigata Basin
177,acNIG0250411100343,NIG025,2004-11-10 03:43:00,training,38.385,45.35279785,37.57935669,6.967797852,-0.805643311,6.967797852,0.805643311,138.22,37.16,139.0,37.37,5.3,5,72.87,Niigata Basin
178,acNGN0020412281830,NGN002,2004-12-28 18:30:00,training,21.71100098,26.63979492,22.96991699,4.928793945,1.258916016,4.928793945,1.258916016,138.21,36.81,138.98,37.32,5.0,8,88.79,Niigata Basin
179,acNIG0100412281830,NIG010,2004-12-28 18:30:00,training,32.68800049,33.02161621,29.08804688,0.333615723,-3.599953613,0.333615723,3.599953613,139.01,37.91,138.98,37.32,5.0,8,65.66,Niigata Basin
180,acNIG0140412281830,NIG014,2004-12-28 18:30:00,training,33.06199951,35.21271484,29.92928467,2.150715332,-3.132714844,2.150715332,3.132714844,138.96,37.64,138.98,37.32,5.0,8,35.63,Niigata Basin
181,acNIG0210412281830,NIG021,2004-12-28 18:30:00,training,25.195,20.49017578,24.31756104,-4.704824219,-0.877438965,4.704824219,0.877438965,138.78,37.2,138.98,37.32,5.0,8,22.17,Niigata Basin
182,acNIG0230412281830,NIG023,2004-12-28 18:30:00,training,28.94100098,26.15979492,28.05495117,-2.781206055,-0.886049805,2.781206055,0.886049805,138.65,37.01,138.98,37.32,5.0,8,45.2,Niigata Basin
183,acNIG0240412281830,NIG024,2004-12-28 18:30:00,training,24.44600098,21.16080322,22.91117676,-3.285197754,-1.534824219,3.285197754,1.534824219,138.44,37.13,138.98,37.32,5.0,8,52.27,Niigata Basin
184,acNGN0010506201303,NGN001,2005-06-20 13:03:00,training,36.85100098,28.24421387,28.54319824,-8.606787109,-8.307802734,8.606787109,8.307802734,138.37,36.85,138.59,37.23,5.0,15,46.55,Niigata Basin
185,acNIG0130506201303,NIG013,2005-06-20 13:03:00,training,43.69100098,43.75826172,41.89231323,0.067260742,-1.798687744,0.067260742,1.798687744,138.88,37.76,138.59,37.23,5.0,15,64.25,Niigata Basin
186,acNIG0140506201303,NIG014,2005-06-20 13:03:00,training,40.20199951,40.32703369,34.27464233,0.12503418,-5.927357178,0.12503418,5.927357178,138.96,37.64,138.59,37.23,5.0,15,56.09,Niigata Basin
187,acNIG0150506201303,NIG015,2005-06-20 13:03:00,training,26.94699951,27.88106445,25.69370117,0.934064941,-1.25329834,0.934064941,1.25329834,139.19,37.69,138.59,37.23,5.0,15,73.63,Niigata Basin
188,acNIG0170506201303,NIG017,2005-06-20 13:03:00,training,25.20300049,26.62071777,25.05418701,1.417717285,-0.148813477,1.417717285,0.148813477,138.84,37.44,138.59,37.23,5.0,15,32.15,Niigata Basin
189,acNIG0230506201303,NIG023,2005-06-20 13:03:00,holdout_evaluation,28.865,21.57514648,24.32493408,-7.289853516,-4.540065918,7.289853516,4.540065918,138.65,37.01,138.59,37.23,5.0,15,25.03,Niigata Basin
190,acNIG0250506201303,NIG025,2005-06-20 13:03:00,training,25.20300049,25.85460938,26.38367676,0.651608887,1.18067627,0.651608887,1.18067627,138.22,37.16,138.59,37.23,5.0,15,33.68,Niigata Basin
191,acNGN0040508211129,NGN004,2005-08-21 11:29:00,training,24.025,23.37967285,24.49615479,-0.645327148,0.471154785,0.645327148,0.471154785,138.19,36.65,138.71,37.3,5.0,17,85.78,Niigata Basin
192,acNIG0140508211129,NIG014,2005-08-21 11:29:00,holdout_evaluation,33.84699951,33.62433105,35.83373779,-0.222668457,1.986738281,0.222668457,1.986738281,138.96,37.64,138.71,37.3,5.0,17,43.77,Niigata Basin
193,acNGN0020707161013,NGN002,2007-07-16 10:13:00,training,35.56399902,39.55934082,33.45669434,3.995341797,-2.107304688,3.995341797,2.107304688,138.21,36.81,138.61,37.56,6.8,17,90.61,Niigata Basin
194,acNGN0040707161013,NGN004,2007-07-16 10:13:00,training,39.78399902,39.09995361,38.92383423,-0.68404541,-0.860164795,0.68404541,0.860164795,138.19,36.65,138.61,37.56,6.8,17,107.82,Niigata Basin
195,acNGN0050707161013,NGN005,2007-07-16 10:13:00,training,34.805,34.30110596,34.73697632,-0.503894043,-0.068023682,0.503894043,0.068023682,137.86,36.7,138.61,37.56,6.8,17,116.47,Niigata Basin
196,acNGN0060707161013,NGN006,2007-07-16 10:13:00,training,48.18399902,46.77215332,46.74213135,-1.411845703,-1.441867676,1.411845703,1.441867676,137.85,36.51,138.61,37.56,6.8,17,134.84,Niigata Basin
197,acNIG0100707161013,NIG010,2007-07-16 10:13:00,training,53.11700195,48.09410156,48.97718262,-5.022900391,-4.139819336,5.022900391,4.139819336,139.01,37.91,138.61,37.56,6.8,17,52.46,Niigata Basin
198,acNIG0130707161013,NIG013,2007-07-16 10:13:00,holdout_evaluation,55.88299805,42.31022461,31.20018982,-13.57277344,-24.68280823,13.57277344,24.68280823,138.88,37.76,138.61,37.56,6.8,17,32.55,Niigata Basin
199,acNGN0010707161537,NGN001,2007-07-16 15:37:00,training,23.05899902,22.38436035,23.59598389,-0.674638672,0.536984863,0.674638672,0.536984863,138.37,36.85,138.64,37.5,5.8,23,76.13,Niigata Basin
200,acNGN0040707161537,NGN004,2007-07-16 15:37:00,training,36.61300049,36.52189453,34.45013184,-0.091105957,-2.162868652,0.091105957,2.162868652,138.19,36.65,138.64,37.5,5.8,23,102.6,Niigata Basin
201,acNIG0110707161537,NIG011,2007-07-16 15:37:00,training,41.61200195,47.27662598,42.48966675,5.664624023,0.877664795,5.664624023,0.877664795,139.15,37.8,138.64,37.5,5.8,23,55.94,Niigata Basin
202,acNIG0130707161537,NIG013,2007-07-16 15:37:00,holdout_evaluation,55.07200195,55.75547852,52.90609253,0.683476562,-2.165909424,0.683476562,2.165909424,138.88,37.76,138.64,37.5,5.8,23,35.81,Niigata Basin
203,acNIG0150707161537,NIG015,2007-07-16 15:37:00,training,39.85800049,36.32792969,35.03628296,-3.530070801,-4.821717529,3.530070801,4.821717529,139.19,37.69,138.64,37.5,5.8,23,52.86,Niigata Basin
204,acNIG0170707161537,NIG017,2007-07-16 15:37:00,holdout_evaluation,32.76800049,26.4583252,24.94357788,-6.309675293,-7.824422607,6.309675293,7.824422607,138.84,37.44,138.64,37.5,5.8,23,18.87,Niigata Basin
205,acNIG0210707161537,NIG021,2007-07-16 15:37:00,training,33.27899902,26.99585205,32.9230957,-6.283146973,-0.35590332,6.283146973,0.35590332,138.78,37.2,138.64,37.5,5.8,23,35.58,Niigata Basin
206,acNIG0260707161537,NIG026,2007-07-16 15:37:00,training,32.57199951,30.38724365,32.14949707,-2.184755859,-0.422502441,2.184755859,0.422502441,138.25,37.02,138.64,37.5,5.8,23,63.56,Niigata Basin
207,acNIG0280707161537,NIG028,2007-07-16 15:37:00,training,34.47600098,34.23174316,29.5348938,-0.244257813,-4.941107178,0.244257813,4.941107178,138.89,37.43,138.64,37.5,5.8,23,23.4,Niigata Basin
208,acNGN0041103120359,NGN004,2011-03-12 03:59:00,training,37.56800049,32.86691406,37.04062988,-4.701086426,-0.527370605,4.701086426,0.527370605,138.19,36.65,138.6,36.98,6.7,8,51.75,Niigata Basin
209,acNGN0051103120359,NGN005,2011-03-12 03:59:00,training,30.16600098,28.27191406,32.26305664,-1.894086914,2.097055664,1.894086914,2.097055664,137.86,36.7,138.6,36.98,6.7,8,72.84,Niigata Basin
210,acNIG0131103120359,NIG013,2011-03-12 03:59:00,training,62.40200195,58.2159668,59.36183838,-4.186035156,-3.040163574,4.186035156,3.040163574,138.88,37.76,138.6,36.98,6.7,8,90.19,Niigata Basin
211,acNIG0141103120359,NIG014,2011-03-12 03:59:00,training,51.62299805,47.24388672,48.5820166,-4.379111328,-3.040981445,4.379111328,3.040981445,138.96,37.64,138.6,36.98,6.7,8,80.0,Niigata Basin
212,acNIG0151103120359,NIG015,2011-03-12 03:59:00,training,33.575,37.34705078,34.73954224,3.772050781,1.164542236,3.772050781,1.164542236,139.19,37.69,138.6,36.98,6.7,8,94.62,Niigata Basin
213,acNIG0171103120359,NIG017,2011-03-12 03:59:00,training,35.57300049,36.17706055,34.44360107,0.604060059,-1.129399414,0.604060059,1.129399414,138.84,37.44,138.6,36.98,6.7,8,55.39,Niigata Basin
214,acNIG0181103120359,NIG018,2011-03-12 03:59:00,training,31.31399902,32.92259277,30.95251953,1.60859375,-0.361479492,1.60859375,0.361479492,138.56,37.37,138.6,36.98,6.7,8,43.51,Niigata Basin
215,acNIG0261103120359,NIG026,2011-03-12 03:59:00,holdout_evaluation,38.37300049,30.17462158,35.48693604,-8.198378906,-2.886064453,8.198378906,2.886064453,138.25,37.02,138.6,36.98,6.7,8,31.4,Niigata Basin
216,acNIG0281103120359,NIG028,2011-03-12 03:59:00,holdout_evaluation,36.23899902,32.65550537,33.52891113,-3.583493652,-2.710087891,3.583493652,2.710087891,138.89,37.43,138.6,36.98,6.7,8,56.24,Niigata Basin
217,acNGN0021103120432,NGN002,2011-03-12 04:32:00,training,27.915,28.84845215,28.22950317,0.933452148,0.314503174,0.933452148,0.314503174,138.21,36.81,138.57,36.95,5.9,1,35.6,Niigata Basin
218,acNGN0041103120432,NGN004,2011-03-12 04:32:00,training,30.47199951,26.60260498,28.09971191,-3.869394531,-2.372287598,3.869394531,2.372287598,138.19,36.65,138.57,36.95,5.9,1,47.51,Niigata Basin
219,acNGN0051103120432,NGN005,2011-03-12 04:32:00,training,19.72099976,16.4287793,20.40834961,-3.292220459,0.687349854,3.292220459,0.687349854,137.86,36.7,138.57,36.95,5.9,1,69.04,Niigata Basin
220,acNGN0061103120432,NGN006,2011-03-12 04:32:00,training,28.72699951,27.96225098,31.15988037,-0.764748535,2.432880859,0.764748535,2.432880859,137.85,36.51,138.57,36.95,5.9,1,80.69,Niigata Basin
221,acNGNH271103120432,NGNH27,2011-03-12 04:32:00,training,40.43399902,41.04125,39.69384766,0.607250977,-0.740151367,0.607250977,0.740151367,138.05,36.58,138.57,36.95,5.9,1,61.95,Niigata Basin
222,acNIG0131103120432,NIG013,2011-03-12 04:32:00,training,56.02200195,53.17757813,57.31819092,-2.844423828,1.296188965,2.844423828,1.296188965,138.88,37.76,138.57,36.95,5.9,1,94.14,Niigata Basin
223,acNIG0141103120432,NIG014,2011-03-12 04:32:00,training,61.92399902,54.57249512,58.7589624,-7.351503906,-3.165036621,7.351503906,3.165036621,138.96,37.64,138.57,36.95,5.9,1,84.12,Niigata Basin
224,acNIG0161103120432,NIG016,2011-03-12 04:32:00,training,38.85600098,32.32590576,39.05465332,-6.530095215,0.198652344,6.530095215,0.198652344,138.77,37.65,138.57,36.95,5.9,1,79.82,Niigata Basin
225,acNIG0171103120432,NIG017,2011-03-12 04:32:00,holdout_evaluation,31.96899902,35.72305664,29.17959717,3.754057617,-2.789401855,3.754057617,2.789401855,138.84,37.44,138.57,36.95,5.9,1,59.5,Niigata Basin
226,acNIG0181103120432,NIG018,2011-03-12 04:32:00,training,30.49199951,29.48064453,27.83121094,-1.01135498,-2.660788574,1.01135498,2.660788574,138.56,37.37,138.57,36.95,5.9,1,46.71,Niigata Basin
227,acNIG0191103120432,NIG019,2011-03-12 04:32:00,holdout_evaluation,30.76300049,28.51306641,29.29131836,-2.249934082,-1.471682129,2.249934082,1.471682129,138.81,37.3,138.57,36.95,5.9,1,44.36,Niigata Basin
228,acNIG0211103120432,NIG021,2011-03-12 04:32:00,training,44.29600098,41.21165527,44.15391113,-3.084345703,-0.142089844,3.084345703,0.142089844,138.78,37.2,138.57,36.95,5.9,1,33.46,Niigata Basin
229,acNIG0251103120432,NIG025,2011-03-12 04:32:00,training,36.14,33.07446289,34.11047363,-3.065537109,-2.029526367,3.065537109,2.029526367,138.22,37.16,138.57,36.95,5.9,1,38.86,Niigata Basin
230,acNIG0261103120432,NIG026,2011-03-12 04:32:00,training,26.16899902,21.03698486,27.92164551,-5.13201416,1.752646484,5.13201416,1.752646484,138.25,37.02,138.57,36.95,5.9,1,29.47,Niigata Basin
231,acNIG0281103120432,NIG028,2011-03-12 04:32:00,training,33.31399902,33.42160645,31.26112305,0.107607422,-2.052875977,0.107607422,2.052875977,138.89,37.43,138.57,36.95,5.9,1,60.43,Niigata Basin
232,acNGN0011103120542,NGN001,2011-03-12 05:42:00,holdout_evaluation,24.19100098,25.05426758,24.36850464,0.863266602,0.177503662,0.863266602,0.177503662,138.37,36.85,138.59,36.97,5.3,4,23.68,Niigata Basin
233,acNGN0021103120542,NGN002,2011-03-12 05:42:00,holdout_evaluation,23.86800049,18.25393311,22.05242432,-5.614067383,-1.815576172,5.614067383,1.815576172,138.21,36.81,138.59,36.97,5.3,4,38.19,Niigata Basin
234,acNGN0041103120542,NGN004,2011-03-12 05:42:00,training,32.59399902,27.79399414,25.42224854,-4.800004883,-7.171750488,4.800004883,7.171750488,138.19,36.65,138.59,36.97,5.3,4,50.34,Niigata Basin
235,acNGNH271103120542,NGNH27,2011-03-12 05:42:00,training,39.03300049,35.20446777,35.02663086,-3.828532715,-4.006369629,3.828532715,4.006369629,138.05,36.58,138.59,36.97,5.3,4,64.76,Niigata Basin
236,acNGNH281103120542,NGNH28,2011-03-12 05:42:00,training,34.06699951,33.47768311,36.29196289,-0.589316406,2.224963379,0.589316406,2.224963379,138.1,36.71,138.59,36.97,5.3,4,52.32,Niigata Basin
237,acNIG0131103120542,NIG013,2011-03-12 05:42:00,training,32.41800049,30.5103125,31.90305664,-1.907687988,-0.514943848,1.907687988,0.514943848,138.88,37.76,138.59,36.97,5.3,4,91.51,Niigata Basin
238,acNIG0171103120542,NIG017,2011-03-12 05:42:00,training,28.45899902,26.84388184,28.38497559,-1.615117188,-0.074023437,1.615117188,0.074023437,138.84,37.44,138.59,36.97,5.3,4,56.76,Niigata Basin
239,acNIG0181103120542,NIG018,2011-03-12 05:42:00,holdout_evaluation,25.275,25.5987915,25.51957275,0.323791504,0.244572754,0.323791504,0.244572754,138.56,37.37,138.59,36.97,5.3,4,44.56,Niigata Basin
240,acNIG0191103120542,NIG019,2011-03-12 05:42:00,training,35.14800049,34.78040283,32.69867065,-0.367597656,-2.449329834,0.367597656,2.449329834,138.81,37.3,138.59,36.97,5.3,4,41.55,Niigata Basin
241,acNIG0251103120542,NIG025,2011-03-12 05:42:00,training,31.23399902,31.33823242,31.19749268,0.104233398,-0.036506348,0.104233398,0.036506348,138.22,37.16,138.59,36.97,5.3,4,39.04,Niigata Basin
242,acNIG0261103120542,NIG026,2011-03-12 05:42:00,training,25.44100098,22.53984863,27.39227051,-2.901152344,1.951269531,2.901152344,1.951269531,138.25,37.02,138.59,36.97,5.3,4,30.7,Niigata Basin
243,acNIGH171103120542,NIGH17,2011-03-12 05:42:00,training,39.91899902,32.29440918,35.85283691,-7.624589844,-4.066162109,7.624589844,4.066162109,138.1,36.86,138.59,36.97,5.3,4,45.25,Niigata Basin
244,acNGN0041207101249,NGN004,2012-07-10 12:49:00,training,27.71100098,26.0515625,29.68575684,-1.659438477,1.974755859,1.659438477,1.974755859,138.19,36.65,138.39,36.83,5.2,9,26.8,Niigata Basin
245,acNGN0061207101249,NGN006,2012-07-10 12:49:00,training,28.81600098,27.97951172,30.91384521,-0.836489258,2.097844238,0.836489258,2.097844238,137.85,36.51,138.39,36.83,5.2,9,59.88,Niigata Basin
246,acNGNH271207101249,NGNH27,2012-07-10 12:49:00,training,31.28399902,28.61071289,30.37406982,-2.673286133,-0.909929199,2.673286133,0.909929199,138.05,36.58,138.39,36.83,5.2,9,41.13,Niigata Basin
247,acNGNH281207101249,NGNH28,2012-07-10 12:49:00,training,25.99800049,24.53402344,25.89189941,-1.463977051,-0.106101074,1.463977051,0.106101074,138.1,36.71,138.39,36.83,5.2,9,29.07,Niigata Basin
248,acNIG0161207101249,NIG016,2012-07-10 12:49:00,training,33.605,24.19142578,27.75612305,-9.413574219,-5.848876953,9.413574219,5.848876953,138.77,37.65,138.39,36.83,5.2,9,97.19,Niigata Basin
